pl_name,pl_masse,ra,dec
"K2-245 b",,185.1815630,-1.5909138
"Kepler-78 b",1.87000,293.7419543,44.4482521
"AB Pic b",4290.50000,94.8039208,-58.0541184
"HD 95086 b",1589.00000,164.2621032,-68.6672917
"KIC 5095269 b",2445.06619,290.5519537,40.2350445
"Kepler-37 b",,284.0592503,44.5183733
"K2-84 b",,55.8093566,16.6344396
"WASP-82 b",397.27000,72.6605916,1.8938365
"55 Cnc c",56.69850,133.1468373,28.3298154
"WASP-88 b",177.98000,309.5112337,-48.4620833
"Kepler-797 b",,297.2089078,41.7816450
"K2-25 b",,63.2739346,15.2477027
"HD 149026 b",102.34126,247.6229827,38.3475349
"HATS-13 b",172.58169,316.9614798,-26.0967205
"WASP-145 A b",282.86870,322.2537644,-58.8361466
"HAT-P-21 b",1291.28900,171.2749348,41.0280207
"Kepler-87 b",,297.9168433,46.9651146
"Oph 11 b",6674.43000,245.6049610,-24.0872219
"Qatar-5 b",,7.0539375,42.0613451
"Kepler-454 b",6.05338,287.4786474,38.2290751
"Kepler-470 b",,297.0094360,50.3722829
"HAT-P-15 b",616.59020,66.2481420,39.4606020
"WASP-4 b",375.03940,353.5629149,-42.0617794
"XO-3 b",2316.98070,65.4695814,57.8172095
"Kepler-1616 b",,286.5436691,45.3048716
"Kepler-1139 b",,287.9455985,39.2305281
"Kepler-893 b",,284.9630591,43.9130282
"Kepler-15 b",221.20968,296.2005506,49.1400304
"TOI-270 c",,68.4160804,-51.9573937
"Kepler-418 b",349.61300,294.4335228,38.3554729
"Kepler-31 d",2161.24400,294.0230229,45.8530535
"WASP-148 b",,254.1305022,44.3025361
"HD 108236 b",,186.5740627,-51.3630519
"GQ Lup b",6356.00000,237.3003643,-35.6515055
"HAT-P-14 b",724.65240,260.1161719,38.2421682
"HAT-P-18 b",,256.3463760,33.0123251
"Kepler-1533 b",,295.9755645,44.7133739
"HATS-32 b",292.40360,346.0750861,-21.2720168
"GJ 9827 d",,351.7717763,-1.2853435
"Kepler-96 b",8.46000,297.0698263,40.5252039
"WASP-12 b",416.35730,97.6366450,29.6722662
"WASP-44 b",282.53900,3.9032733,-11.9382645
"K2-111 b",8.60000,59.8903081,21.2985263
"K2-74 b",,339.9192984,-8.7145697
"TOI-1899 b",,299.4268472,40.1433462
"TOI-421 c",,81.8532824,-14.2767404
"Kepler-41 b",177.98480,294.5132465,45.9816453
"Kepler-10 b",4.60853,285.6792980,50.2414842
"Kepler-53 c",5002.43000,290.4617926,40.5624966
"OGLE-TR-56 b",448.14030,269.1479583,-29.5392222
"pi Men c",4.52000,84.2992798,-80.4646041
"ROXs 12 b",,246.6167993,-25.4466950
"L 98-59 b",1.01000,124.5328604,-68.3144658
"HATS-58 A b",327.36490,186.7873036,-48.9784105
"HD 332231 b",77.55052,306.7411340,33.7443882
"KELT-1 b",,0.3620995,39.3837953
"WASP-77 A b",727.83070,37.1555223,-7.0606675
"HD 1397 b",,4.4471631,-66.3589285
"HATS-5 b",75.64354,67.2228465,-21.4820568
"HATS-4 b",420.47100,94.1120914,-22.5468824
"WASP-103 b",467.21010,249.3148604,7.1833758
"Kepler-91 b",279.68000,285.6729033,44.1167513
"CoRoT-20 b",1608.21980,97.7204249,0.2268931
"Kepler-462 c",6.00000,299.8211502,43.8142793
"HAT-P-31 b",689.98000,271.5376722,26.4266061
"EPIC 220674823 b",9.00000,13.0800239,10.7947051
"WASP-73 b",908.99380,319.9496969,-58.1489328
"TOI-677 b",392.83788,144.1193594,-50.4630933
"WASP-4 b",393.15571,353.5629149,-42.0617794
"K2-29 b",194.82979,62.6704220,24.4016558
"Kepler-46 c",115.05446,289.2687388,42.6041819
"GJ 3470 b",14.00000,119.7735021,15.3912090
"WASP-38 b",858.10000,243.9597194,10.0324103
"WASP-8 b",807.28820,359.9008737,-35.0313349
"K2-97 b",349.61300,127.7628370,10.8475571
"Kepler-91 b",209.76000,285.6729033,44.1167513
"K2-198 d",,198.8436817,-6.4649888
"CoRoT-26 b",184.34140,279.7504991,6.9697828
"WASP-18 b",3314.83000,24.3544618,-45.6777937
"Kepler-160 d",100.00000,287.7735730,42.8692755
"Kepler-1479 b",,285.7119953,49.7067574
"K2-204 b",,17.3825067,-0.5177539
"WASP-153 b",123.95370,279.2624729,40.0186905
"CoRoT-1 b",327.35000,102.0798591,-3.1021394
"KOI-1599.02",,298.3738383,40.6184483
"K2-219 d",,12.8452963,8.8675474
"Kepler-10 b",3.24000,285.6792980,50.2414842
"HAT-P-65 b",167.49641,315.9054895,11.9893675
"HAT-P-20 b",2310.62410,111.9164295,24.3361185
"WASP-28 b",287.95398,353.6162694,-1.5799849
"WASP-15 b",188.15536,208.9280111,-32.1597118
"LkCa 15 b",,69.8241791,22.3508662
"TrES-4 b",278.73691,268.3043361,37.2117397
"OGLE-TR-56 b",375.03940,269.1479583,-29.5392222
"KELT-6 b",165.27160,195.9818362,30.6401450
"Kepler-10 b",3.33000,285.6792980,50.2414842
"Kepler-131 c",8.25000,288.5308924,40.9423730
"2MASS J01225093-2439505 b",7786.50000,20.7128012,-24.6646128
"L 98-59 d",2.31000,124.5328604,-68.3144658
"HAT-P-28 b",198.95300,13.0009159,34.7284020
"XO-4 b",491.68301,110.3880285,58.2681094
"2MASS J21402931+1625183 A b",6657.48000,325.1218214,16.4213408
"HN Peg b",6991.57000,326.1315705,14.7714524
"HAT-P-39 b",190.37200,113.7582526,17.8300283
"GJ 9827 b",4.91000,351.7717763,-1.2853435
"K2-224 c",,189.7041426,-10.0605942
"K2-155 b",,65.4696140,21.3532633
"WASP-67 b",136.66690,295.7438485,-19.9497314
"WASP-45 b",330.54320,5.2377567,-35.9984650
"TOI-178 f",7.72000,7.3020115,-30.4541159
"TOI-1601 b",,38.3615690,41.0134321
"HD 110113 b",4.55000,190.0365636,-44.3120777
"HAT-P-52 b",259.66711,42.7217412,29.0222492
"CoRoT-7 b",4.07661,100.9561682,-1.0630076
"LkCa 15 c",,69.8241791,22.3508662
"XO-5 b",336.56800,116.7163868,39.0944695
"HATS-69 b",183.38791,289.2974275,-60.8917599
"K2-31 b",563.83042,245.4405531,-23.5482730
"K2-324 b",,157.6222171,6.8636732
"TOI-954 b",,61.9410587,-25.2088028
"K2-19 d",14.00000,174.9602543,0.6035960
"K2-249 b",,183.3667344,-8.9952309
"OGLE-TR-113 b",343.25640,163.1010355,-61.4468591
"XO-1 b",263.79890,240.5492745,28.1696248
"WASP-14 b",2466.36080,218.2766247,21.8946875
"Kepler-57 b",5994.02000,293.6413146,44.6570692
"TrES-2 b",473.56670,286.8085258,49.3164211
"EPIC 201757695.02",,173.9385102,4.6164303
"K2-178 b",,52.8888524,22.4348186
"HATS-11 b",,289.4007603,-22.3900092
"CoRoT-7 b",4.60000,100.9561682,-1.0630076
"TOI-824 b",18.46700,222.1654705,-57.5888666
"WASP-58 b",285.72917,274.7012534,45.1722194
"Kepler-51 d",7.60000,296.4797624,49.9376486
"HAT-P-5 b",336.89980,274.4055335,36.6214617
"CoRoT-17 b",765.97030,278.6992360,-6.6122880
"HATS-29 b",207.54299,285.0965172,-54.8933408
"CoRoT-18 b",1099.69180,98.1724172,-0.0316045
"CoRoT-13 b",416.99296,102.7211432,-5.0864557
"CoRoT-25 b",85.81000,280.6296561,6.5138223
"KELT-2 A b",485.32641,92.6640226,30.9571333
"KOI-94 d",52.10000,297.3330716,41.8911186
"HAT-P-19 b",90.26372,9.5165832,34.7114025
"K2-3 d",1.80000,172.3353708,-1.4551364
"HD 3167 c",9.80000,8.7401487,4.3807215
"TOI-125 d",13.60000,23.5934253,-66.6763495
"K2-118 b",,132.1268608,15.6558964
"HAT-P-24 b",217.70400,108.8251171,14.2626064
"HAT-P-6 b",351.51998,354.7740917,42.4659866
"WASP-33 b",371.86110,36.7127375,37.5504441
"Kepler-60 b",4.19000,288.9612535,42.2650472
"Kepler-11 d",6.10000,297.1150949,41.9091092
"TOI-1266 c",2.20000,197.9965833,65.8336973
"HR 8799 d",3000.00000,346.8701486,21.1340376
"WASP-39 b",88.99240,217.3266477,-3.4444994
"WASP-18 b",3635.97520,24.3544618,-45.6777937
"WASP-17 b",156.00000,239.9622479,-28.0617941
"HATS-11 b",263.79890,289.4007603,-22.3900092
"HAT-P-42 b",279.69040,135.3443583,6.0970828
"HAT-P-46 b",156.68400,270.4441831,-2.9709800
"Kepler-447 b",435.41000,285.2685283,48.5598835
"HAT-P-14 b",709.36700,260.1161719,38.2421682
"WASP-55 b",181.48093,203.7581951,-17.5034961
"Wendelstein-2 b",232.33373,297.7909214,16.9125679
"WASP-47 e",6.83000,331.2030920,-12.0190670
"Kepler-6 b",201.18639,296.8372475,48.2399695
"WASP-89 b",1843.41400,313.9000261,-18.9714084
"LTT 1445 A b",2.20000,45.4624781,-16.5944956
"NGTS-10 b",687.14846,91.8722801,-25.5948963
"Kepler-101 b",51.10000,283.2555070,48.3552474
"WASP-47 d",16.80000,331.2030920,-12.0190670
"TrES-4 b",292.07300,268.3043361,37.2117397
"Kepler-1655 b",5.00000,286.6895986,39.2120802
"CoRoT-26 b",165.26000,279.7504991,6.9697828
"HD 219134 b",4.74000,348.3372026,57.1696255
"WASP-54 b",202.13100,205.4542456,-0.1281712
"K2-131 b",6.50000,182.7514040,-9.7652392
"WASP-117 b",87.75286,36.7758112,-50.2844247
"GJ 486 b",,191.9815310,9.7494181
"HD 80606 b",1307.55262,140.6569501,50.6037764
"NN Ser d",724.62200,238.2337015,12.9120871
"HATS-17 b",425.25654,192.1895676,-47.6136789
"K2-285 c",15.68000,349.3843458,1.3001522
"XO-3 b",3718.61100,65.4695814,57.8172095
"TOI-640 b",279.69040,99.7345935,-36.6461300
"WASP-95 b",382.66732,337.4578243,-48.0030988
"Kepler-15 b",209.76000,296.2005506,49.1400304
"Kepler-102 c",3.00000,281.4824731,47.2078263
"HAT-P-9 b",241.86863,110.1685157,37.1405946
"NGTS-14 A b",29.24036,328.5174799,-38.3774193
"Kepler-56 b",22.10000,293.7583002,41.8718070
"Kepler-454 b",6.84000,287.4786474,38.2290751
"TOI-892 b",,86.7382280,-11.2353401
"TOI-257 b",,47.5172608,-50.8322632
"Kepler-11 f",2.30000,297.1150949,41.9091092
"WASP-3 b",559.35700,278.6317411,35.6614312
"BD-08 2823 c",,150.1971964,-9.5165689
"HAT-P-30 b",225.96800,123.9498431,5.8368669
"HD 85512 b",,147.7821226,-43.5048162
"CoRoT-19 b",352.78000,97.0335983,-0.1707293
"HD 155358 b",,257.3930947,33.3549277
"tau Gem b",,107.7847232,30.2449545
"Kepler-243 b",,285.1104819,42.0339619
"Kepler-399 b",,299.5017242,40.6707669
"HD 207832 c",,328.1517893,-26.0271749
"TrES-2 b",398.24099,286.8085258,49.3164211
"OGLE-TR-113 b",394.10920,163.1010355,-61.4468591
"HD 142 b",,1.5836771,-49.0753625
"HD 142245 b",,238.2342443,15.4306118
"HD 5891 b",,15.1383168,20.2923139
"HD 116029 b",,200.1646905,24.6484725
"HD 99706 b",,172.1261621,43.9662025
"HD 150706 b",,247.8255687,79.7894032
"Kepler-63 b",120.00000,289.2262876,49.5482814
"HD 113337 b",,195.4438496,63.6103280
"WASP-4 b",386.48128,353.5629149,-42.0617794
"Kepler-244 c",,287.2426410,42.3014185
"Kepler-323 c",,291.3822988,38.1274595
"HD 195019 b",,307.0792427,18.7692509
"GJ 876 b",,343.3239737,-14.2665958
"HD 183263 b",,292.1022982,8.3579183
"HD 3651 b",,9.8387218,21.2488844
"61 Vir c",,199.5964550,-18.3157745
"HD 17156 b",1023.37000,42.4366123,71.7530882
"GJ 581 c",,229.8564725,-7.7226935
"CoRoT-3 b",6747.53090,292.0552827,0.1218359
"HD 89744 b",,155.5433193,41.2289354
"55 Cnc e",,133.1468373,28.3298154
"HD 83443 b",,144.2994103,-43.2727210
"TrES-4 b",,268.3043361,37.2117397
"HD 219828 b",,349.6947029,18.6457524
"HD 118203 b",,203.5099560,53.7281876
"HD 68988 b",,124.5935429,61.4608518
"HD 168443 b",,275.0159879,-9.5966905
"HD 102117 b",,176.2097267,-58.7040134
"HD 185269 b",,294.2987668,28.4995140
"GJ 86 b",,32.6224785,-50.8209945
"HD 196050 b",,309.4637796,-60.6347649
"HD 192263 b",,303.4990864,-0.8657574
"51 Peg b",146.20180,344.3675399,20.7690958
"HAT-P-36 b",588.62116,188.2662048,44.9153672
"WASP-11 b",156.37236,47.3689472,30.6733817
"WASP-14 b",2479.07400,218.2766247,21.8946875
"Kepler-305 b",7.20000,299.2242557,40.3431670
"Kepler-49 c",8.30000,292.2945208,40.5918123
"Kepler-23 c",60.20000,294.2189131,49.4792536
"GJ 832 b",,323.3912616,-49.0125169
"KOI-1257 b",460.83000,291.2250888,44.9272918
"GJ 581 e",,229.8564725,-7.7226935
"HD 149026 b",,247.6229827,38.3475349
"HD 30177 b",,70.4770964,-58.0208085
"Kepler-54 b",,294.7739245,43.0561976
"GJ 436 b",23.13802,175.5505363,26.7030669
"Kepler-454 b",,287.4786474,38.2290751
"Kepler-495 b",,285.9307362,39.0981201
"Kepler-27 c",,292.2367608,41.0858710
"WASP-117 b",87.55850,36.7758112,-50.2844247
"HD 40307 c",,88.5172191,-60.0237289
"Kepler-369 b",,293.6743322,47.9084727
"WASP-2 b",275.24078,307.7255587,6.4293305
"Kepler-42 c",,292.2196000,44.6173667
"KOI-12 b",3178.30000,297.4537402,41.0110188
"2MASS J02192210-3925225 b",4417.83700,34.8427046,-39.4230767
"Kepler-1019 b",,283.7175909,47.2043818
"Kepler-1049 b",,287.3469567,47.7729078
"Kepler-424 c",,298.6249797,48.5774500
"Kepler-43 b",962.98000,285.2408288,46.6682411
"WASP-20 b",98.84100,5.1605621,-23.9357894
"Kepler-1323 b",,292.8722515,46.0987290
"Kepler-326 b",,294.3255898,46.0022646
"Kepler-1354 b",,291.2451266,37.7590079
"Kepler-1357 b",,291.5480665,50.3532584
"Kepler-735 b",,284.6888328,46.1721391
"Kepler-367 b",,297.2925580,49.9817499
"Kepler-343 b",,291.9606620,42.4329567
"Kepler-386 c",,289.8589165,48.6938077
"Kepler-1610 b",,295.9049795,45.4054296
"Kepler-1408 b",,282.6998783,45.4257884
"NGC 2682 YBP 1194 b",,132.7533077,11.8146537
"K2-115 b",,126.5535002,12.2818510
"K2-66 b",,331.5266563,-10.7115362
"K2-5 b",,169.3034598,-1.8778254
"GJ 3998 b",,259.0020507,11.0561751
"Kepler-605 b",,287.2954015,43.2798677
"Kepler-205 c",,285.2866912,41.8609357
"Kepler-808 b",,291.5941514,48.4454907
"Kepler-1537 b",,294.3853917,43.8254461
"Kepler-1509 b",,283.7977792,46.9310139
"HAT-P-13 c",,129.8823772,47.3519076
"K2-24 c",26.00000,242.5734559,-24.9906029
"V830 Tau b",244.72910,68.2918259,24.5619241
"Kepler-902 b",,289.7317067,46.9538750
"Kepler-443 b",,288.6104839,49.9685458
"Kepler-51 d",,296.4797624,49.9376486
"Kepler-319 b",,288.8119782,39.7706431
"Kepler-189 c",,287.5646296,44.3050662
"Kepler-116 b",,294.7420605,43.5367842
"Kepler-603 c",,294.2809679,42.2909295
"Kepler-772 b",,291.4235820,38.2165603
"Kepler-218 d",,295.4128785,46.2665801
"GJ 1132 b",1.58000,153.7090696,-47.1549358
"K2-98 b",,126.4882114,11.5110933
"TRAPPIST-1 f",0.68000,346.6263919,-5.0434618
"Wolf 1061 c",,247.5748276,-12.6676866
"HD 20794 b",,49.9997666,-43.0666533
"WASP-107 b",37.82177,188.3864277,-10.1462141
"WASP-49 b",126.81417,91.0897193,-16.9653901
"WASP-14 b",2333.00000,218.2766247,21.8946875
"Kepler-834 b",,287.0544674,45.1803351
"OGLE-2017-BLG-0482L b",9.00000,269.0488890,-30.5283604
"Kepler-279 c",7.40000,287.3912950,42.1948220
"WASP-47 b",363.10000,331.2030920,-12.0190670
"MASCARA-1 b",1175.97100,317.5515264,10.7388967
"K2-161 b",,183.7938491,-3.4956913
"K2-186 b",,135.3350487,18.8252879
"Kepler-224 b",,290.9342679,47.3575414
"Kepler-18 b",,298.0794448,44.7462480
"Kepler-519 b",,299.3196708,41.3847447
"Kepler-1117 b",,292.0847866,49.2374206
"Kepler-895 b",,289.2906978,51.4089936
"Kepler-1066 b",,298.8666210,46.5022325
"Kepler-823 b",,284.5825682,39.2201737
"Kepler-361 b",,296.8034146,46.7411011
"Kepler-304 e",,294.4418031,40.5575408
"WASP-118 b",165.27160,19.5505861,2.7027847
"OGLE-2017-BLG-0173L b",3.26900,267.9706120,-29.2713604
"HD 80606 b",1392.09540,140.6569501,50.6037764
"WASP-99 b",772.32690,39.8976689,-50.0081934
"HD 171028 b",,278.0643694,6.9456827
"HD 86081 b",,149.0243714,-3.8083543
"Kepler-754 b",,293.2541121,37.8461519
"Kepler-1326 b",,296.2221990,39.2689420
"HD 109749 b",,189.3173489,-40.8121458
"HD 114783 c",,198.1818436,-2.2649921
"HD 50499 b",,103.0080750,-33.9152670
"HD 180902 b",,289.8239604,-23.5582432
"HD 38529 b",,86.6451363,1.1675866
"HD 143361 b",,240.4588405,-44.4350575
"WASP-103 b",462.44265,249.3148604,7.1833758
"Kepler-126 c",,289.3473634,44.2084445
"Kepler-402 b",,288.3701976,43.3546109
"Kepler-1246 b",,287.6572346,48.9822053
"Kepler-405 b",,291.4094615,38.3400107
"Kepler-1009 b",,282.8598614,42.6658336
"Kepler-822 b",,292.2760929,39.5501136
"Kepler-288 c",,288.9163997,39.5947523
"Kepler-33 b",,289.0775348,46.0051696
"KOI-94 b",,297.3330716,41.8911186
"WASP-74 b",262.52758,304.5388430,-1.0760033
"HD 25015 b",,59.4335463,-20.2673347
"Kepler-489 b",,290.8332412,38.1841851
"Kepler-712 c",,294.9096739,42.9351987
"Kepler-491 b",,287.1305782,42.3501533
"Kepler-169 e",,285.9999204,40.9193822
"Kepler-1582 b",,289.3765441,41.1580845
"Kepler-1587 b",,292.6777294,49.6638666
"Kepler-1129 c",,291.6044965,41.3093275
"HD 211970 b",,335.5661579,-54.5596006
"HD 64114 b",,117.9825560,-11.0337221
"HIP 71135 b",,218.2158073,-52.6464757
"EPIC 212297394 b",,207.2061241,-17.6098985
"LSPM J2116+0234 b",,319.1147513,2.5807711
"HAT-P-34 b",,303.1954355,18.1047776
"HAT-P-43 b",,128.9256885,10.2065866
"HATS-3 b",349.61300,312.4574879,-24.4286938
"Kepler-702 b",,293.8781041,41.6617245
"Kepler-112 b",,296.9811361,43.2097025
"Kepler-273 c",,291.3021458,47.6976573
"Kepler-783 c",,291.0628615,47.4847890
"Kepler-785 b",,292.0683108,38.8422004
"Kepler-6 b",,296.8372475,48.2399695
"Kepler-1494 b",,282.6573891,43.1625334
"Kepler-174 d",,287.4389454,43.8320052
"Kepler-505 b",,287.8579530,42.5426758
"WASP-127 b",52.34660,160.5587646,-3.8349989
"GJ 180 b",,73.4600970,-17.7761940
"Kepler-1649 c",,292.5029676,41.8299933
"GJ 887 c",,346.4668274,-35.8530693
"TOI-1899 b",209.76780,299.4268472,40.1433462
"Kepler-1188 b",,283.1038438,43.1480487
"Kepler-128 b",,282.4922622,43.9802442
"Kepler-1399 b",,293.3116962,46.0416516
"Kepler-1672 b",,297.9400971,40.2785566
"Kepler-975 b",,290.5485100,38.4952415
"Kepler-984 b",,296.9588566,46.3940661
"Kepler-1691 b",,286.2543962,41.0218373
"TOI-954 b",55.30242,61.9410587,-25.2088028
"TOI-561 b",3.20000,148.1851516,6.2161030
"HD 13808 c",,33.1780708,-53.7437591
"HD 9446 c",,23.3350424,29.2649187
"Kepler-517 b",,293.6755138,41.2952061
"Kepler-1431 b",,292.6583919,49.8651522
"Kepler-137 b",,282.1355875,43.0391951
"Kepler-527 b",,290.9579130,47.4062673
"Kepler-1065 b",,294.5113190,38.7904648
"Kepler-358 c",,293.2302333,48.2813901
"Kepler-1112 b",,296.9687937,47.7514799
"Kepler-363 d",,283.1920779,41.3054172
"GJ 876 b",723.22350,343.3239737,-14.2665958
"Kepler-186 d",,298.6527360,43.9549884
"Kepler-606 b",,292.4273700,44.3812406
"Kepler-193 b",,296.4985951,46.5772484
"Kepler-1212 b",,296.8534096,50.0373196
"Kepler-1167 b",,298.3026595,47.6939654
"Kepler-431 c",,281.1123072,43.2277663
"Kepler-845 b",,290.9576363,49.2037262
"Kepler-252 b",,295.5793290,44.5459052
"KOI-12 b",349.61300,297.4537402,41.0110188
"Kepler-692 b",,294.7768068,40.1537027
"Kepler-107 c",,297.0281620,48.2086019
"Kepler-396 b",,296.1328135,48.9773095
"Kepler-765 b",,283.1846044,47.1557114
"Kepler-269 b",,290.2151459,41.7759810
"Kepler-778 b",,287.4774867,44.2374702
"Kepler-11 c",,297.1150949,41.9091092
"Kepler-1445 b",,280.2495197,43.9150665
"Kepler-1461 b",,285.8305091,43.1983770
"Kepler-414 c",,297.9615616,48.2443363
"Kepler-450 d",,295.4865821,51.0135237
"Kepler-1297 b",,289.9564415,47.0203466
"Kepler-1525 b",,290.5594479,49.9428629
"Kepler-299 d",,283.2070156,48.5805222
"Kepler-852 b",,297.3915863,48.5606875
"Kepler-1669 b",,297.4303826,39.8478795
"HAT-P-11 b",,297.7101763,48.0818635
"Kepler-153 b",,282.4605020,48.2570293
"Kepler-48 b",,299.1393094,40.9489390
"Kepler-1329 b",,281.6476437,48.2709523
"Kepler-133 c",,297.2778906,48.3203542
"Kepler-382 c",,299.1362435,45.8699582
"Kepler-1214 b",,285.1427113,49.8006565
"Kepler-383 c",,291.3426078,38.3631616
"Kepler-62 b",,283.2125621,45.3496992
"Kepler-103 c",,288.9845512,40.0644857
"Kepler-216 b",,293.7280695,46.1291139
"Kepler-1360 b",,300.3440482,45.6231826
"Kepler-1405 b",,295.6848822,39.2561274
"Kepler-24 e",,290.4132621,38.3437283
"Kepler-774 b",,291.0318604,38.2118940
"Kepler-106 c",,300.8640060,44.3375497
"Kepler-698 b",,288.5099994,41.3017465
"Kepler-577 b",,294.7119855,39.0737317
"Kepler-551 b",,285.4850450,48.0543774
"Kepler-389 b",,291.9600082,44.9000587
"Kepler-1686 b",,291.6067189,42.0359783
"Kepler-900 b",,296.1772720,46.9989635
"Kepler-425 b",,290.3579781,40.5676965
"Kepler-275 b",,292.4797004,38.5149018
"Kepler-289 b",,297.4653351,42.8828517
"Kepler-1697 b",,287.6633310,43.4713782
"Kepler-80 d",,296.1125759,39.9787451
"Kepler-291 c",,287.9163029,42.4372666
"Kepler-298 d",,283.0398448,48.8253303
"Kepler-535 b",,296.5666587,49.6961742
"Kepler-85 d",,290.9734395,45.2902761
"Kepler-978 b",,286.7107166,43.0433585
"Kepler-992 b",,284.4304085,47.6416613
"Kepler-997 b",,289.2333767,49.9388952
"Kepler-739 b",,290.0679940,46.5791535
"Kepler-1129 b",,291.6044965,41.3093275
"Kepler-488 b",,282.9662152,48.3450555
"Kepler-990 c",,297.9381813,46.8813194
"Kepler-998 b",,296.7541629,49.2087085
"Kepler-230 c",,285.7185682,48.5058038
"Kepler-330 b",,288.4474035,44.8017616
"Kepler-336 b",,290.2376224,41.3313637
"Kepler-1020 b",,292.6724710,46.3772776
"Kepler-1527 b",,297.4144457,46.0608077
"Kepler-1597 b",,288.1639687,42.4810124
"GJ 682 b",,264.2610245,-44.3232519
"WASP-39 b",89.31023,217.3266477,-3.4444994
"Kepler-658 b",,282.9836210,47.5783897
"Kepler-887 c",,290.0907893,39.8169085
"Kepler-921 b",,284.6162253,49.1907438
"Kepler-1071 b",,293.0579794,45.2487472
"Kepler-323 b",,291.3822988,38.1274595
"Kepler-747 b",,288.4165196,41.0298175
"Kepler-1581 b",,287.3713199,39.6036225
"Kepler-619 c",,290.8490899,48.4159782
"Kepler-206 d",,291.6346564,41.8338415
"TOI-837 b",,157.0372806,-64.5052107
"Kepler-347 b",,289.1995995,49.3056404
"Kepler-68 b",5.97000,291.0323102,49.0402129
"GU Psc b",3591.30000,18.1464850,17.0650029
"55 Cnc e",8.63000,133.1468373,28.3298154
"Kepler-541 b",,294.1496529,38.4582070
"Kepler-1700 b",,286.9497376,45.3537626
"Kepler-1542 e",,285.7284757,42.6544651
"Kepler-285 c",,291.3908469,48.0655392
"KOI-351 h",,284.4334642,49.3051239
"Kepler-553 b",,298.5508922,48.3325405
"Kepler-591 b",,286.0240520,48.4317290
"Kepler-592 b",,285.7907395,48.6832431
"Kepler-614 b",,298.3848866,46.2759867
"Kepler-247 c",,288.6425609,43.0393769
"Kepler-524 b",,296.8591787,49.1620125
"Kepler-18 d",,298.0794448,44.7462480
"Kepler-307 b",,297.7950939,40.4176403
"Kepler-101 b",,283.2555070,48.3552474
"Kepler-973 b",,290.1653203,49.9238126
"Kepler-91 b",257.44230,285.6729033,44.1167513
"Kepler-206 b",,291.6346564,41.8338415
"Kepler-292 d",,295.7661979,42.4242822
"Kepler-381 b",,285.1828685,43.8310283
"Kepler-297 c",,283.2091605,48.7776156
"Kepler-1157 b",,283.1209268,43.5255701
"Kepler-956 b",,292.5308289,49.0616555
"Kepler-1335 b",,284.8384394,42.0703371
"Kepler-832 b",,295.9261101,45.3838690
"Kepler-251 d",,296.5662171,44.1058077
"Kepler-33 f",,289.0775348,46.0051696
"Kepler-381 c",,285.1828685,43.8310283
"Kepler-750 c",,289.0968274,44.0043640
"Kepler-1164 b",,287.5296372,38.8945065
"Kepler-1347 b",,299.6595903,40.8438526
"Kepler-1079 b",,299.5495794,45.7696769
"Kepler-1240 b",,282.9997682,40.5574322
"GJ 876 e",14.60000,343.3239737,-14.2665958
"GJ 876 c",226.98460,343.3239737,-14.2665958
"HD 80653 b",5.60000,140.3390845,14.3678691
"XO-1 b",291.76794,240.5492745,28.1696248
"WASP-19 b",370.27195,148.4167672,-45.6591078
"WASP-24 b",355.65177,227.2154975,2.3432860
"WASP-121 b",,107.6002312,-39.0972705
"XO-2 N b",199.91507,117.0267691,50.2251472
"TOI-1333 b",,325.0145363,48.4067674
"Kepler-255 c",,296.0642702,45.9767647
"Kepler-305 b",,299.2242557,40.3431670
"BD+63 1405 b",,271.3979337,63.6700064
"YSES 2 b",2002.31896,171.9802779,-66.4345736
"Kepler-402 d",,288.3701976,43.3546109
