pl_name,discoverymethod,disc_year,disc_facility,sy_snum,sy_pnum,glat,glon,pl_orbper,pl_rade,sy_dist,pl_eqt,pl_orbeccen
"HD 213885 b","Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",1,2,-49.93536,328.70205,1.00803500,1.745,48.0883000,2.12800000000e+03,0.000000
"HD 215497 b","Radial Velocity",2009,"La Silla Observatory",1,2,-53.10239,331.29531,3.93404000,2.400,40.5468000,,0.160000
"HD 216437 b","Radial Velocity",2002,"Anglo-Australian Telescope",1,1,-43.90561,316.27280,1334.28000000,13.300,26.6902000,,0.317000
"HAT-P-32 b","Transit",2011,"HATNet",2,1,-14.37306,135.69851,2.15000820,22.194,289.2050000,1.83570000000e+03,0.159000
"HAT-P-35 b","Transit",2011,"HATNet",3,1,20.30811,218.07385,3.64670600,14.930,506.9650000,1.58100000000e+03,0.020000
"HD 219666 b","Transit",2018,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-55.92883,325.60907,6.03607000,4.710,94.1719000,1.07300000000e+03,0.000000
"DMPP-3 A b","Radial Velocity",2019,"La Silla Observatory",2,1,-29.14463,283.20965,6.67320000,1.410,45.2300000,8.54000000000e+02,0.140000
"HATS-45 b","Transit",2018,"HATSouth",1,1,-10.52264,232.27915,4.18762440,14.415,772.1100000,1.51800000000e+03,0.240000
"HATS-48 A b","Transit",2020,"HATSouth",2,1,-26.03035,337.02981,3.13166660,8.967,263.6090000,9.54600000000e+02,0.162000
"HD 106252 b","Radial Velocity",2002,"Lick Observatory",1,1,70.71215,273.50460,1531.00000000,12.700,38.1850000,,0.480000
"HD 110113 b","Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",1,2,18.51297,300.80214,2.54100000,2.050,106.3070000,1.37100000000e+03,0.093000
"HD 27894 c","Radial Velocity",2017,"La Silla Observatory",1,3,-42.00943,270.09987,36.07000000,8.240,43.8214000,,0.015000
"HD 28254 b","Radial Velocity",2010,"La Silla Observatory",2,1,-43.59053,258.28249,1116.00000000,13.700,55.2884000,,0.810000
"HD 13808 b","Radial Velocity",2021,"La Silla Observatory",1,2,-59.46088,279.09436,14.18150000,3.350,28.2305000,,0.071000
"HD 4208 b","Radial Velocity",2001,"W. M. Keck Observatory",1,1,-88.32478,54.00797,832.97000000,13.900,34.1937000,,0.042000
"HD 68988 b","Radial Velocity",2001,"Multiple Observatories",1,1,33.91958,155.26292,6.27711000,13.400,60.8447000,,0.120000
"HD 69830 b","Radial Velocity",2006,"La Silla Observatory",1,3,12.82251,234.56776,8.66700000,3.170,12.5591000,,0.100000
"HD 180053 b","Radial Velocity",2018,"W. M. Keck Observatory",1,1,10.98272,66.68904,213.72000000,13.300,137.0430000,,0.081000
"HD 18015 b","Radial Velocity",2018,"W. M. Keck Observatory",1,1,-55.87530,186.31902,2278.00000000,13.100,123.8010000,,0.148000
"HD 181234 b","Radial Velocity",2019,"La Silla Observatory",1,1,-10.54743,27.78010,7462.05750000,12.600,47.7458000,,0.730000
"Kepler-6 b","Transit",2009,"Kepler",1,1,11.35940,81.69270,3.23469960,14.617,587.0390000,1.46000000000e+03,0.000000
"Kepler-491 b","Transit",2016,"Kepler",1,1,14.96283,73.21539,4.22538451,8.920,630.7850000,1.11100000000e+03,0.000000
"HD 181342 b","Radial Velocity",2009,"W. M. Keck Observatory",1,1,-16.72820,14.50487,564.10000000,13.200,120.3910000,,0.022000
"HD 181433 b","Radial Velocity",2008,"La Silla Observatory",1,3,-28.04356,329.51487,9.37430000,2.400,26.8762000,,0.400000
"HD 183263 b","Radial Velocity",2004,"W. M. Keck Observatory",1,2,-4.30987,44.60924,626.51599000,13.000,54.1955000,,0.360000
"HD 187123 c","Radial Velocity",2008,"W. M. Keck Observatory",1,2,4.67926,69.46581,3810.00000000,13.400,45.9548000,,0.252000
"HD 72892 b","Radial Velocity",2016,"Multiple Observatories",1,1,15.19213,238.38719,39.47500000,12.800,69.7311000,,0.423000
"HD 202772 A b","Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",2,1,-42.95001,20.76224,3.30895800,17.318,161.4980000,2.13200000000e+03,0.038000
"HD 203030 b","Imaging",2006,"Palomar Observatory",1,1,-16.11822,74.61404,,12.000,39.2503000,1.20600000000e+03,
"HD 205739 b","Radial Velocity",2008,"Las Campanas Observatory",1,1,-47.99934,14.61325,279.80000000,13.600,92.5087000,,0.270000
"HD 20794 c","Radial Velocity",2011,"La Silla Observatory",1,4,-56.06514,250.73443,40.11400000,1.350,6.0027800,5.08000000000e+02,0.000000
"HD 20868 b","Radial Velocity",2008,"La Silla Observatory",1,1,-57.33374,233.83834,380.85001000,13.700,47.7223000,,0.750000
"HD 211810 b","Radial Velocity",2018,"W. M. Keck Observatory",1,1,3.57209,105.47532,1558.00000000,14.000,64.6353000,,0.680000
"Kepler-32 c","Transit",2011,"Kepler",1,5,9.96232,80.53919,8.75220000,2.000,323.8470000,4.51000000000e+02,0.000000
"Kepler-165 c","Transit",2014,"Kepler",1,2,21.12868,76.92011,15.31299000,2.230,560.8850000,5.81000000000e+02,0.000000
"Kepler-197 d","Transit",2014,"Kepler",2,4,13.35928,83.30414,15.67756300,1.220,330.5750000,8.10000000000e+02,0.030000
"HD 45364 c","Radial Velocity",2008,"La Silla Observatory",1,2,-18.86685,239.35512,342.85000000,14.100,34.3540000,,0.097400
"HD 4732 c","Radial Velocity",2012,"Multiple Observatories",2,2,-86.96771,113.38302,2732.00000000,13.300,54.7841000,,0.230000
"HD 21411 b","Radial Velocity",2019,"Las Campanas Observatory",1,1,-56.10651,228.21187,84.28800000,9.520,29.1328000,,0.400000
"HD 73526 b","Radial Velocity",2002,"Anglo-Australian Telescope",1,2,-0.18559,260.68043,188.30000000,13.100,97.2396000,,0.190000
"HD 73534 b","Radial Velocity",2008,"W. M. Keck Observatory",1,1,29.69759,213.05304,1750.00000000,13.700,83.3321000,,0.126000
"HD 81040 b","Radial Velocity",2005,"Multiple Observatories",1,1,42.32614,209.36326,1001.70001000,12.600,34.4341000,,0.530000
"HD 64114 b","Radial Velocity",2019,"Las Campanas Observatory",1,1,8.08434,229.78855,45.79100000,4.410,31.5262000,,0.120000
"HD 219134 f","Radial Velocity",2015,"Multiple Observatories",1,6,-3.20073,109.90724,22.71700000,1.310,6.5312700,5.22600000000e+02,0.148000
"HD 220842 b","Radial Velocity",2016,"Haute-Provence Observatory",2,1,-4.09090,111.50544,218.47000000,13.100,64.6498000,,0.404000
"HD 221416 b","Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-71.20906,45.07267,14.27670000,9.170,95.5483000,1.01200000000e+03,0.115000
"HD 221585 b","Radial Velocity",2016,"Haute-Provence Observatory",1,1,1.62237,114.20277,1173.00000000,13.500,55.8535000,,0.123000
"HD 23596 b","Radial Velocity",2003,"Haute-Provence Observatory",2,1,-10.90020,155.55181,1561.00000000,12.500,52.0018000,,0.270000
"HD 238914 b","Radial Velocity",2018,"Multiple Observatories",1,1,24.70122,88.75118,4100.00000000,12.800,519.4520000,,0.560000
"HD 76920 b","Radial Velocity",2017,"Multiple Observatories",1,1,-14.09976,282.95180,415.40000000,13.000,184.0310000,,0.856000
"HD 20781 b","Radial Velocity",2019,"La Silla Observatory",2,5,-57.27190,224.67330,5.31350000,1.210,35.9715000,,0.100000
"HD 67087 c","Radial Velocity",2015,"Multiple Observatories",1,2,29.09234,190.11761,2374.00000000,12.900,76.5217000,,0.760000
"HD 65216 c","Radial Velocity",2013,"La Silla Observatory",3,2,-17.61436,276.27361,5370.00000000,13.400,35.1205000,,0.170000
"HD 290327 b","Radial Velocity",2009,"La Silla Observatory",1,1,-20.58136,204.61308,2443.00000000,13.300,56.4330000,,0.080000
"HD 30562 b","Radial Velocity",2009,"Lick Observatory",1,1,-29.82337,203.39812,1157.00000000,13.700,26.1597000,,0.760000
"HD 4313 b","Radial Velocity",2009,"W. M. Keck Observatory",1,1,-54.99882,120.44208,356.21000000,13.400,136.3080000,,0.147000
"HD 330075 b","Radial Velocity",2004,"La Silla Observatory",1,1,3.37645,329.80573,3.38773000,14.300,45.2989000,9.90000000000e+02,0.000000
"HD 31253 b","Radial Velocity",2010,"W. M. Keck Observatory",1,1,-19.04397,187.39250,466.00000000,14.100,58.1438000,,0.300000
"HD 31527 b","Radial Velocity",2019,"La Silla Observatory",1,3,-35.15345,223.38845,16.55350000,3.220,38.4473000,,0.100000
"GJ 1132 c","Radial Velocity",2018,"La Silla Observatory",1,2,7.75911,277.25461,8.92900000,1.430,12.6130000,3.00000000000e+02,0.270000
"HD 45364 b","Radial Velocity",2008,"La Silla Observatory",1,2,-18.86685,239.35512,226.93000000,8.970,34.3540000,,0.168400
"K2-219 b","Transit",2018,"K2",1,3,-54.00420,122.90808,3.90128700,1.348,325.4000000,,
"HD 40307 b","Radial Velocity",2009,"La Silla Observatory",1,5,-30.34064,268.81455,4.31230000,1.830,12.9363000,9.10000000000e+02,0.200000
"G 9-40 b","Transit",2019,"K2",1,1,37.03563,206.06509,5.74600700,2.025,27.9276000,4.56000000000e+02,0.000000
"HD 12661 b","Radial Velocity",2000,"Multiple Observatories",1,2,-34.58321,143.06278,262.70862000,13.300,37.8478000,,0.380000
"HD 4203 b","Radial Velocity",2001,"W. M. Keck Observatory",1,2,-42.39530,120.79104,431.88000000,13.300,81.3795000,,0.520000
"HD 106515 A b","Radial Velocity",2012,"La Silla Observatory",2,1,54.50662,287.28411,3630.00000000,12.500,34.0915000,,0.572000
"HD 220689 b","Radial Velocity",2012,"La Silla Observatory",1,1,-69.41947,46.75850,2266.40000000,13.700,46.8778000,,0.054000
"Kepler-773 b","Transit",2016,"Kepler",1,1,10.55969,70.45457,3.74910006,1.430,547.0260000,1.16000000000e+03,0.000000
"HD 49674 b","Radial Velocity",2002,"W. M. Keck Observatory",1,1,17.37137,175.33928,4.94737000,6.200,43.0399000,,0.090000
"16 Cyg B b","Radial Velocity",1996,"Multiple Observatories",3,1,13.20446,83.33558,798.50000000,13.500,21.1397000,,0.680000
"30 Ari B b","Radial Velocity",2009,"Thueringer Landessternwarte Tautenburg",4,1,-32.30930,151.47681,335.10001000,12.300,44.6570000,,0.290000
"HD 62509 b","Radial Velocity",2006,"Multiple Observatories",1,1,23.40613,192.22932,589.64000000,13.300,10.3400000,,0.020000
"HD 208527 b","Radial Velocity",2012,"Bohyunsan Optical Astronomical Observatory",1,1,-25.71773,77.24526,875.50000000,12.500,312.2020000,,0.080000
"BD-06 1339 b","Radial Velocity",2013,"La Silla Observatory",1,2,-15.71602,211.65797,3.87280000,2.850,20.2695000,,0.000000
"47 UMa c","Radial Velocity",2001,"Lick Observatory",1,3,63.36770,175.78305,2391.00000000,14.200,13.7967000,,0.098000
"HD 191939 d","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,3,17.72195,99.98716,38.35610000,3.160,53.6089000,4.99000000000e+02,
"HD 7199 b","Radial Velocity",2011,"La Silla Observatory",1,1,-50.82328,299.84187,615.00000000,11.100,36.1531000,,0.190000
"SR 12 AB c","Imaging",2010,"Infrared Survey Facility",2,1,16.56489,352.97985,,12.300,112.3172158,,
"KOI-55 c","Orbital Brightness Modulation",2011,"Kepler",1,2,8.23109,75.16120,0.34288700,0.867,1231.0200000,,
"HD 75898 b","Radial Velocity",2007,"W. M. Keck Observatory",1,1,38.93599,190.96998,422.90000000,13.200,78.0505000,,0.110000
"HD 79498 b","Radial Velocity",2011,"McDonald Observatory",2,1,41.32122,204.70286,1807.00000000,13.600,48.9489000,,0.575000
"WASP-42 b","Transit",2012,"SuperWASP",1,1,20.79804,303.02858,4.98168190,12.576,177.2910000,1.02100000000e+03,0.062000
"Kepler-751 b","Transit",2016,"Kepler",1,1,10.62831,77.28825,17.44490636,2.460,760.4300000,6.79000000000e+02,0.000000
"CoRoT-2 b","Transit",2008,"CoRoT",2,1,-7.29102,38.26267,1.74299350,16.432,213.2830000,1.52100000000e+03,0.014300
"eps Eri b","Radial Velocity",2000,"Multiple Observatories",1,1,-48.05487,195.84135,2690.00000000,14.000,3.2026000,,0.070000
"HD 171238 b","Radial Velocity",2009,"La Silla Observatory",1,1,-9.05461,5.94504,1532.00000000,13.200,44.8113000,,0.234000
"HD 173416 b","Radial Velocity",2008,"Xinglong Station",1,1,17.21933,65.74238,323.60000000,13.200,132.1840000,,0.210000
"Kepler-782 b","Transit",2016,"Kepler",1,1,15.95896,78.87676,158.68533080,3.210,446.8440000,3.50000000000e+02,0.000000
"HD 77338 b","Radial Velocity",2012,"La Silla Observatory",1,1,13.55156,251.36393,5.73610000,4.120,45.9350000,,0.090000
"GJ 3021 b","Radial Velocity",2000,"La Silla Observatory",2,1,-37.14415,304.86901,133.71000000,13.100,17.5559000,3.50000000000e+02,0.511000
"GJ 3634 b","Radial Velocity",2010,"La Silla Observatory",1,1,25.80850,276.22112,2.64561000,2.830,20.3779000,,0.080000
"GJ 674 b","Radial Velocity",2007,"La Silla Observatory",1,1,-6.78174,343.00208,4.69380000,3.330,4.5489600,,0.200000
"HD 37605 c","Radial Velocity",2012,"Multiple Observatories",1,2,-12.89566,199.10550,2720.00000000,13.100,46.7864000,,0.030000
"GJ 876 e","Radial Velocity",2010,"W. M. Keck Observatory",1,4,-59.63511,52.00313,124.26000000,3.920,4.6751700,,0.055000
"GQ Lup b","Imaging",2004,"Paranal Observatory",1,1,14.51078,338.92530,,33.600,151.1690000,2.65000000000e+03,
"GSC 06214-00210 b","Imaging",2010,"Palomar Observatory",1,1,20.12464,355.26184,,20.176,108.5000000,2.30000000000e+03,
"HD 190360 c","Radial Velocity",2005,"W. M. Keck Observatory",2,2,-0.67616,67.41056,17.11100000,4.590,16.0069000,,0.237000
"HD 190647 b","Radial Velocity",2007,"La Silla Observatory",1,1,-30.03255,5.66045,1176.45000000,13.400,54.4738000,,0.224000
"BD+15 2940 b","Radial Velocity",2013,"McDonald Observatory",1,1,44.78011,28.10432,137.48000000,13.700,426.4200000,,0.260000
"HD 95086 b","Imaging",2013,"Paranal Observatory",1,1,-8.07541,292.80268,,12.900,86.2279000,9.16000000000e+02,
"Kepler-123 b","Transit",2014,"Kepler",1,2,8.63544,76.88818,17.23236600,2.940,1021.6600000,8.17000000000e+02,0.000000
"HAT-P-19 b","Transit",2010,"HATNet",1,1,-28.07947,119.81760,4.00877800,12.689,202.0780000,1.01000000000e+03,0.067000
"HD 200964 c","Radial Velocity",2010,"Lick Observatory",1,2,-27.63577,53.56524,852.50000000,13.700,72.5922000,,0.243000
"HATS-36 b","Transit",2018,"HATSouth",1,1,-17.59239,15.35677,4.17518600,12.920,856.4360000,1.20300000000e+03,0.105000
"HAT-P-22 b","Transit",2010,"HATNet",2,1,53.56645,163.64677,3.21222000,12.890,81.7647000,1.46300000000e+03,0.020000
"HD 206610 b","Radial Velocity",2009,"W. M. Keck Observatory",1,1,-41.34818,47.87662,673.20000000,13.400,147.1920000,,0.100000
"HD 20794 b","Radial Velocity",2011,"La Silla Observatory",1,4,-56.06514,250.73443,18.31500000,1.450,6.0027800,6.60000000000e+02,0.000000
"OGLE2-TR-L9 b","Transit",2008,"OGLE",1,1,-0.74262,290.77130,2.48553350,18.046,1627.6300000,2.03400000000e+03,
"OGLE-TR-113 b","Transit",2004,"OGLE",1,1,-1.78974,289.20142,1.43247520,12.251,566.4590000,1.34200000000e+03,0.150000
"Kepler-166 c","Transit",2014,"Kepler",1,3,13.81924,81.14899,34.26028100,2.380,603.5300000,4.68000000000e+02,0.000000
"K2-295 b","Transit",2018,"K2",1,1,-55.43141,134.80295,4.02486700,10.054,232.8010000,8.52000000000e+02,0.000000
"HAT-P-33 b","Transit",2011,"HATNet",2,1,22.73004,185.30741,3.47447000,20.737,396.1100000,1.78200000000e+03,0.000000
"HD 100655 b","Radial Velocity",2011,"Bohyunsan Optical Astronomical Observatory",2,1,71.31893,229.79849,157.57001000,13.500,137.1780000,,0.090000
"HD 210277 b","Radial Velocity",1998,"W. M. Keck Observatory",1,1,-46.96648,52.34827,442.19000000,13.600,21.2985000,,0.480000
"HD 21693 b","Radial Velocity",2019,"La Silla Observatory",1,2,-48.72408,272.90839,22.67860000,2.800,33.2550000,,0.120000
"HD 10180 f","Radial Velocity",2010,"La Silla Observatory",1,6,-55.69407,292.80544,122.74400000,5.240,38.9607000,,0.119000
"HD 10180 g","Radial Velocity",2010,"La Silla Observatory",1,6,-55.69407,292.80544,604.67000000,4.910,38.9607000,,0.263000
"WASP-16 b","Transit",2009,"SuperWASP",1,1,38.09725,329.23463,3.11860000,13.675,194.1340000,1.38900000000e+03,0.000000
"K2-263 b","Transit",2018,"K2",1,1,30.65614,210.10377,50.81894700,2.410,162.4810000,4.70000000000e+02,0.140000
"HD 176986 c","Radial Velocity",2017,"Multiple Observatories",1,2,-7.57187,24.36018,16.81910000,2.980,27.7843000,,0.111000
"HATS-25 b","Transit",2016,"HATSouth",1,1,37.05770,320.25244,4.29864320,14.123,471.1580000,1.27700000000e+03,0.176000
"HD 147379 b","Radial Velocity",2017,"Calar Alto Observatory",2,1,39.47188,99.90191,86.78000000,5.820,10.7643000,,0.070000
"GJ 411 b","Radial Velocity",2019,"Haute-Provence Observatory",1,1,65.43126,185.11257,12.94600000,1.450,5.6757730,3.70100000000e+02,0.120000
"GJ 15 A b","Radial Velocity",2014,"W. M. Keck Observatory",2,2,-18.44687,116.69017,11.44070000,1.550,3.5622800,5.50000000000e+02,0.094000
"HD 14067 b","Radial Velocity",2014,"Okayama Astrophysical Observatory",1,1,-35.05762,147.04613,1455.00000000,12.600,142.0240000,,0.533000
"GJ 3998 b","Radial Velocity",2016,"Roque de los Muchachos Observatory",1,2,26.15047,32.27249,2.64977000,1.380,18.1459000,,0.000000
"K2-294 b","Transit",2019,"K2",1,1,-62.24683,73.80612,2.50387000,1.660,373.0780000,1.42500000000e+03,
"HD 92987 b","Radial Velocity",2019,"La Silla Observatory",1,1,17.39843,277.41929,10354.83750000,12.200,43.5339000,,0.210000
"GJ 3293 c","Radial Velocity",2015,"La Silla Observatory",1,4,-41.61299,223.54147,122.61960000,4.870,20.1903000,,0.110000
"HR 2562 b","Imaging",2016,"Gemini Observatory",1,1,-23.49177,270.17524,,12.442,34.0071000,1.20000000000e+03,
"K2-154 b","Transit",2018,"K2",1,2,59.97066,295.21370,3.67626000,1.990,129.3560000,7.15000000000e+02,
"K2-155 d","Transit",2018,"K2",1,3,-19.71256,174.74941,40.71800000,1.900,72.7998000,3.81000000000e+02,
"TOI-216.01","Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",1,2,-36.91434,273.40948,34.55600000,11.290,177.9450000,4.97000000000e+02,0.029000
"HD 145934 b","Radial Velocity",2015,"W. M. Keck Observatory",1,1,41.01691,26.92843,2730.00000000,13.300,227.8810000,,0.053000
"WASP-92 b","Transit",2016,"SuperWASP",1,1,43.22089,78.78019,2.17467420,16.376,575.8890000,1.87100000000e+03,0.000000
"WASP-93 b","Transit",2016,"SuperWASP",1,1,-11.52565,120.76211,2.73253210,17.901,370.2840000,1.94200000000e+03,0.000000
"HD 111998 b","Radial Velocity",2016,"La Silla Observatory",1,1,59.31575,303.78445,825.90000000,12.900,33.2237000,,0.030000
"OGLE-2017-BLG-0173L b","Microlensing",2018,"OGLE",1,1,-1.34501,0.41781,,1.620,4705.0000000,,
"HATS-40 b","Transit",2018,"HATSouth",1,1,-14.90957,239.10180,3.26427360,17.710,1342.2900000,2.10100000000e+03,0.312000
"HD 1605 c","Radial Velocity",2015,"Multiple Observatories",1,2,-31.43019,115.16670,2149.00000000,13.000,88.8047000,,0.099000
"Kepler-265 c","Transit",2014,"Kepler",1,4,12.21177,73.25046,17.02893700,2.630,1280.2500000,7.55000000000e+02,0.000000
"Kepler-56 d","Radial Velocity",2016,"Multiple Observatories",1,3,10.31441,74.92557,1002.00000000,12.800,912.9940000,,0.200000
"HD 9174 b","Radial Velocity",2016,"Multiple Observatories",1,1,-78.39051,174.58567,1179.00000000,13.700,81.4893000,,0.120000
"24 Boo b","Radial Velocity",2018,"Okayama Astrophysical Observatory",1,1,60.64470,90.16373,30.35060000,13.900,95.9863000,,0.042000
"Kepler-756 b","Transit",2016,"Kepler",1,1,12.12678,73.24253,1.22486632,1.120,852.0000000,1.74100000000e+03,0.000000
"HATS-9 b","Transit",2015,"HATSouth",1,1,-15.82835,18.01760,1.91529100,13.850,638.7000000,1.74600000000e+03,0.075000
"HD 165155 b","Radial Velocity",2016,"Multiple Observatories",1,1,-4.32098,1.37910,434.50000000,13.200,63.3574000,,0.200000
"OGLE-2017-BLG-1140L b","Microlensing",2018,"OGLE",1,1,1.92596,3.99474,,13.500,,,
"K2-239 b","Transit",2018,"K2",1,3,51.77727,243.59017,5.24000000,1.100,31.0849000,5.02000000000e+02,
"EPIC 201497682 b","Transit",2019,"K2",1,1,54.82399,258.19387,2.13174000,0.692,253.0260000,,
"EPIC 206032309 b","Transit",2019,"K2",1,1,-57.69594,50.70238,2.87814000,1.010,161.3650000,,
"HATS-8 b","Transit",2015,"HATSouth",1,1,-21.46173,14.08379,3.58389300,9.785,794.6370000,1.32400000000e+03,0.376000
"OGLE-2014-BLG-0676L b","Microlensing",2016,"OGLE",1,1,-2.09312,359.37612,,13.100,2220.0000000,,
"HD 180617 b","Radial Velocity",2018,"Calar Alto Observatory",2,1,-3.28372,40.44072,105.91100000,3.530,5.9105900,,0.101000
"CI Tau b","Radial Velocity",2019,"Multiple Observatories",1,1,-16.63607,175.46435,8.98910000,12.400,157.9980000,,0.250000
"K2-19 c","Transit",2015,"K2",1,3,58.39355,267.02928,11.90715000,4.860,289.8270000,7.45000000000e+02,0.000000
"HD 30177 c","Radial Velocity",2016,"Multiple Observatories",1,2,-39.73385,267.36972,11613.00000000,12.600,55.5867000,,0.220000
"EPIC 220674823 b","Transit",2016,"K2",1,2,-52.07644,123.28442,0.57133100,1.820,244.5900000,2.11900000000e+03,0.000000
"WASP-53 b","Transit",2017,"Multiple Facilities",1,2,-71.44770,196.64026,3.30984430,12.038,201.3380000,1.05300000000e+03,0.030000
"K2-252 b","Transit",2018,"K2",1,1,53.13179,285.45308,13.81513000,1.740,228.8390000,6.39000000000e+02,
"HATS-55 b","Transit",2019,"HATSouth",1,1,-5.65081,247.00209,4.20420010,14.022,609.8380000,1.36700000000e+03,0.092000
"HATS-57 b","Transit",2019,"HATSouth",1,1,-45.29945,213.15118,2.35062100,12.767,279.4850000,1.41340000000e+03,0.028000
"bet Pic c","Radial Velocity",2019,"La Silla Observatory",1,2,-30.61167,258.36341,1200.00000000,12.500,19.7442000,,0.240000
"HAT-P-56 b","Transit",2015,"HATNet",1,1,10.42964,187.53757,2.79083000,16.926,320.6390000,1.84000000000e+03,0.290000
"TRAPPIST-1 h","Transit",2017,"Multiple Observatories",1,7,-56.64891,69.71519,18.76700000,0.752,12.4298888,1.73000000000e+02,0.005670
"GJ 3138 b","Radial Velocity",2017,"La Silla Observatory",1,3,-69.01004,185.99827,1.22003000,1.180,28.4712000,,0.190000
"HD 148164 b","Radial Velocity",2018,"W. M. Keck Observatory",1,2,37.67784,27.05066,328.55000000,13.700,77.1971000,,0.587000
"PDS 70 c","Imaging",2019,"European Southern Observatory",1,2,19.20844,318.06196,,22.866,113.0640000,9.95000000000e+02,0.110000
"Kepler-65 e","Radial Velocity",2019,"W. M. Keck Observatory",1,4,13.41465,72.56961,258.80000000,13.900,303.7280000,,0.283000
"K2-22 b","Transit",2015,"K2",2,1,56.81595,256.53190,0.38107800,2.500,243.8360000,2.10000000000e+03,0.190000
"HD 24064 b","Radial Velocity",2015,"Bohyunsan Optical Astronomical Observatory",1,1,15.65308,134.81493,535.59998000,12.300,300.2470000,,0.350000
"K2-266 c","Transit",2018,"K2",2,4,47.48286,245.04538,7.81400000,0.705,77.5586000,6.64500000000e+02,0.042000
"KMT-2017-BLG-0165L b","Microlensing",2018,"KMTNet",1,1,-2.04368,2.14340,,6.450,4530.0000000,,
"Kepler-849 b","Transit",2016,"Kepler",1,1,15.05008,80.15038,394.62449040,7.140,822.1340000,3.25000000000e+02,0.000000
"WASP-135 b","Transit",2015,"SuperWASP",1,1,25.74400,54.91727,1.40137940,14.572,298.2140000,,0.000000
"HIP 67537 b","Radial Velocity",2017,"Multiple Observatories",1,1,21.58307,315.03364,2556.50000000,12.400,116.0460000,,0.590000
"LkCa 15 c","Imaging",2015,"Large Binocular Telescope Observatory",1,2,-15.98175,176.68976,,,158.1520000,,
"MXB 1658-298 b","Eclipse Timing Variations",2017,"Multiple Observatories",2,1,7.26551,353.82714,760.00000000,12.000,,,
"MOA-2016-BLG-319L b","Microlensing",2018,"MOA",1,1,-2.16670,0.34512,,14.100,6800.0000000,,
"MOA-2011-BLG-291L b","Microlensing",2018,"MOA",1,1,-1.96921,0.90149,,4.430,4400.0000000,,
"HD 33142 c","Radial Velocity",2018,"W. M. Keck Observatory",1,2,-29.22647,214.33741,834.00000000,12.800,121.3750000,,0.050000
"HIP 91258 b","Radial Velocity",2013,"Haute-Provence Observatory",1,1,25.35738,91.36113,5.05050000,13.700,45.8846000,,0.020000
"BD+15 2375 b","Radial Velocity",2016,"Roque de los Muchachos Observatory",1,1,70.27244,249.00212,153.22000000,13.800,768.0450000,,0.001000
"K2-117 c","Transit",2017,"K2",1,2,32.24587,217.62487,5.44401700,2.060,101.6320000,5.37000000000e+02,0.150000
"K2-125 b","Transit",2017,"K2",1,1,46.52200,318.87693,21.75026400,2.180,124.1560000,,0.080000
"CoRoT-21 b","Transit",2012,"CoRoT",1,1,-1.74447,212.37415,2.72474000,14.572,1398.8341969,,0.000000
"HD 14787 b","Radial Velocity",2018,"W. M. Keck Observatory",1,1,-45.98861,156.37974,676.60000000,13.700,119.1370000,,0.155000
"NGC 2682 YBP 1514 b","Radial Velocity",2014,"Multiple Observatories",1,1,31.86855,215.56882,5.11800000,14.000,914.2210000,,0.280000
"GJ 1148 c","Radial Velocity",2017,"Calar Alto Observatory",1,2,68.91636,160.61794,532.58000000,9.710,11.0143000,,0.342000
"HATS-61 b","Transit",2018,"HATSouth",1,1,-46.47071,222.08862,7.81795300,13.395,679.7610000,1.22610000000e+03,0.092000
"CoRoT-26 b","Transit",2013,"CoRoT",1,1,5.92600,37.74453,4.20474000,14.120,1045.1800000,1.60000000000e+03,0.000000
"K2-29 b","Transit",2016,"K2",2,1,-19.55040,170.51373,3.25883210,13.339,178.4750000,1.17100000000e+03,0.066000
"OGLE-2012-BLG-0724L b","Microlensing",2016,"OGLE",1,1,-2.37051,0.38505,,14.300,6700.0000000,,
"NGTS-1 b","Transit",2017,"Paranal Observatory",1,1,-31.20101,241.19241,2.64729800,14.908,218.1210000,7.90000000000e+02,0.016000
"K2-136 d","Transit",2017,"K2",2,3,-17.35063,174.77536,25.57506500,1.450,59.2474000,3.73000000000e+02,0.140000
"HD 92788 b","Radial Velocity",2000,"Multiple Observatories",1,2,47.35154,251.20809,325.80300000,13.000,34.6538000,,0.350000
"HAT-P-45 b","Transit",2014,"HATNet",1,1,5.98199,26.02156,3.12899200,15.984,298.6400000,1.65200000000e+03,0.049000
"bet Cnc b","Radial Velocity",2014,"Bohyunsan Optical Astronomical Observatory",2,1,23.04731,214.25329,605.20000000,12.600,89.0472000,,0.080000
"mu Leo b","Radial Velocity",2014,"Bohyunsan Optical Astronomical Observatory",1,1,50.24481,204.04525,357.80000000,13.300,32.6081000,,0.090000
"HD 214823 b","Radial Velocity",2016,"Haute-Provence Observatory",2,1,-23.31940,92.85957,1854.40000000,12.100,101.3680000,,0.164100
"Kepler-1647 b","Transit",2016,"Kepler",2,1,6.83604,75.45396,1107.59230000,11.874,1212.4500000,,0.058100
"HD 111591 b","Radial Velocity",2017,"Multiple Observatories",1,1,85.72696,299.38130,1056.40000000,12.900,114.1660000,,0.260000
