pl_name,discoverymethod,sy_snum,sy_pnum,sy_mnum,glat,glon,pl_orbper,pl_rade,disc_year
"Kepler-1149 b","Transit",1,1,0,11.53556,78.04201,3.73089898,1.440,2016
"Kepler-1083 b","Transit",1,1,0,18.67704,74.87448,33.41779930,3.360,2016
"Kepler-1088 b","Transit",1,1,0,18.82283,71.73068,23.12748644,1.420,2016
"Kepler-1090 b","Transit",1,1,0,10.31965,77.96982,198.68017900,2.250,2016
"Kepler-1395 b","Transit",1,1,0,13.79022,79.77512,3.78470649,0.800,2016
"Kepler-1398 b","Transit",1,2,0,12.70334,81.43624,2.78815679,0.900,2016
"Kepler-1018 b","Transit",1,1,0,18.46206,75.19311,49.10135140,2.580,2016
"Kepler-1000 b","Transit",1,1,0,17.07309,77.65310,120.01812720,4.760,2016
"Kepler-1086 b","Transit",2,2,0,11.19167,79.01712,18.78425728,2.440,2016
"Kepler-1089 b","Transit",1,1,0,15.17883,80.84977,5.13248562,1.830,2016
"HD 222076 b","Radial Velocity",1,1,0,-45.01504,311.29973,871.00000000,13.500,2016
"Kepler-1137 b","Transit",1,1,0,17.37407,79.29328,23.92107910,2.200,2016
"Kepler-1165 b","Transit",1,1,0,15.98770,75.42234,9.47852200,1.550,2016
"Kepler-1174 b","Transit",1,1,0,18.58354,71.65258,6.89225223,1.590,2016
"Kepler-1231 b","Transit",1,1,0,14.08078,73.90304,10.41725184,1.420,2016
"Kepler-1235 b","Transit",1,1,0,17.07616,74.11429,4.16055856,0.790,2016
"Kepler-1236 b","Transit",1,1,0,9.40712,76.18608,31.05716180,2.140,2016
"KIC 7917485 b","Pulsation Timing Variations",1,1,0,7.52066,78.52715,840.00000000,12.400,2016
"Kepler-1136 b","Transit",1,1,0,17.71410,74.18280,2.36172433,1.640,2016
"Kepler-1260 b","Transit",1,1,0,9.43327,76.18255,19.11877530,1.770,2016
"Kepler-1261 b","Transit",1,1,0,18.59368,78.96242,48.43089910,2.260,2016
"Kepler-1271 b","Transit",1,1,0,13.53624,68.29791,3.02559550,1.480,2016
"Kepler-1163 b","Transit",1,1,0,16.02501,81.41618,6.11786898,1.030,2016
"Kepler-1164 b","Transit",1,1,0,13.29173,70.08060,3.97599768,1.120,2016
"Kepler-1237 b","Transit",1,1,0,10.41831,78.10615,84.57332260,2.860,2016
"Kepler-1238 b","Transit",1,1,0,6.74946,74.93020,4.14787559,1.930,2016
"Kepler-1215 b","Transit",1,1,0,10.96452,81.84303,4.76703963,1.220,2016
"Kepler-1145 b","Transit",1,1,0,9.84769,76.52003,3.97076766,1.400,2016
"Kepler-1291 b","Transit",1,1,0,12.45793,71.72318,8.63043276,1.660,2016
"Kepler-1168 b","Transit",1,1,0,16.82074,78.16154,55.82265390,2.500,2016
"Kepler-1170 b","Transit",1,1,0,12.21294,76.12959,9.98969327,2.410,2016
"Kepler-1157 b","Transit",1,1,0,18.12442,73.21026,4.45743164,1.090,2016
"Kepler-1160 b","Transit",1,1,0,14.86112,74.40388,7.97034958,2.140,2016
"Kepler-1011 b","Transit",1,1,0,10.34778,80.61187,5.75322197,2.870,2016
"Kepler-1014 b","Transit",1,1,0,16.98722,74.32695,16.57110363,2.390,2016
"Kepler-1016 c","Transit",1,2,0,11.65065,78.93727,105.65513690,3.680,2016
"Kepler-1029 b","Transit",1,1,0,11.25011,74.07265,4.41769648,1.260,2016
"Kepler-1031 b","Transit",1,1,0,12.13118,82.10187,1.22621732,0.870,2016
"Kepler-1155 b","Transit",1,1,0,12.64356,71.09401,33.46974300,2.030,2016
"Kepler-1206 b","Transit",1,1,0,12.60425,82.81438,1.21699766,1.640,2016
"Kepler-1208 b","Transit",1,1,0,12.73691,76.75288,11.08507637,2.320,2016
"Kepler-1223 b","Transit",1,1,0,17.03433,74.80477,16.30125900,1.220,2016
"Kepler-1224 b","Transit",1,1,0,13.38330,68.50921,13.32351601,1.330,2016
"Kepler-1398 c","Transit",1,2,0,12.70334,81.43624,4.13827595,1.030,2016
"Kepler-1402 b","Transit",1,1,0,14.63665,80.85211,2.03387914,0.760,2016
"Kepler-1405 b","Transit",1,1,0,7.79131,73.28745,28.22741840,3.960,2016
"Kepler-1408 b","Transit",1,1,0,19.05989,74.98391,2.99793191,0.890,2016
"Kepler-1053 b","Transit",1,1,0,10.66077,71.61836,2.41435165,0.980,2016
"Kepler-1228 b","Transit",1,1,0,10.92515,80.45666,0.57736958,1.540,2016
"Kepler-1242 b","Transit",1,1,0,16.25525,71.35665,13.62798432,2.260,2016
"Kepler-1245 b","Transit",1,2,0,12.91958,75.19259,4.35409304,1.440,2016
"Kepler-1248 b","Transit",1,1,0,17.80411,82.14750,7.46725407,1.180,2016
"Kepler-1249 b","Transit",1,1,0,9.47328,78.25844,24.33471270,2.380,2016
"Kepler-1250 b","Transit",1,1,0,15.94425,76.87489,2.60754383,1.920,2016
"Kepler-1308 b","Transit",1,1,0,14.28248,69.20767,2.10433812,0.520,2016
"Kepler-1312 b","Transit",1,1,0,10.45737,73.89554,5.44832529,2.100,2016
"Kepler-1315 b","Transit",1,1,0,10.93871,79.39487,0.84338011,1.380,2016
"Kepler-1317 b","Transit",1,1,0,11.84948,74.41823,0.56887443,1.560,2016
"Kepler-1318 b","Transit",1,1,0,12.26247,73.11924,213.25766300,3.110,2016
"Kepler-1321 c","Transit",1,2,0,12.00174,79.50690,2.22649109,2.400,2016
"Kepler-1072 b","Transit",1,1,0,13.39866,78.44582,1.56906650,1.580,2016
"Kepler-1252 b","Transit",1,1,0,9.35899,81.02454,15.05403290,1.670,2016
"Kepler-1253 b","Transit",1,1,0,19.03753,77.47721,68.88619150,1.330,2016
"Kepler-1255 b","Transit",1,1,0,9.74242,76.21133,36.29193360,2.320,2016
"Kepler-1256 b","Transit",1,1,0,13.05333,76.74286,12.41277540,1.490,2016
"Kepler-1325 b","Transit",1,1,0,16.30493,72.33509,33.87868380,2.860,2016
"Kepler-1344 b","Transit",1,1,0,16.76274,77.61173,4.76830490,1.840,2016
"Kepler-1349 b","Transit",1,1,0,17.88953,79.17135,2.12823928,0.700,2016
"Kepler-1114 b","Transit",1,1,0,8.75738,80.37328,14.97435694,1.350,2016
"Kepler-1121 b","Transit",1,1,0,10.63302,81.68567,13.15141081,1.910,2016
"Kepler-1154 b","Transit",1,2,0,6.89130,74.51592,5.18561420,2.340,2016
"WASP-121 b","Transit",1,1,0,-13.32514,250.29370,1.27492550,20.905,2016
"WASP-127 b","Transit",2,1,0,46.06148,252.72353,4.17806203,14.695,2016
"Kepler-952 b","Transit",1,1,0,16.02646,72.35059,130.35469190,7.650,2016
"Kepler-866 b","Transit",1,1,0,13.25619,74.83213,2.61703254,1.630,2016
"Kepler-853 b","Transit",1,1,0,19.49697,78.96035,7.16892463,1.690,2016
"Kepler-487 c","Transit",1,2,0,8.99914,74.88508,38.65199760,2.680,2016
"Kepler-1222 b","Transit",1,1,0,13.02315,82.12187,1.91694425,0.790,2016
"Kepler-1056 b","Transit",1,1,0,9.12162,81.40572,27.49560600,3.010,2016
"Kepler-840 b","Transit",1,1,0,12.12297,82.68601,2.49577962,17.070,2016
"Kepler-898 b","Transit",1,1,0,17.05235,77.40578,5.87061910,1.490,2016
"WASP-129 b","Transit",2,1,0,19.13693,289.98899,5.74814500,10.424,2016
"HD 12484 b","Radial Velocity",1,1,0,-55.50619,155.46172,58.83000000,13.200,2016
"HATS-31 b","Transit",1,1,0,38.43228,301.58750,3.37796000,18.383,2016
"HATS-33 b","Transit",1,1,0,-28.57624,342.28699,2.54955510,13.787,2016
"HD 133131 A c","Radial Velocity",2,3,0,26.53439,335.53726,3568.00000000,14.300,2016
"HATS-32 b","Transit",1,1,0,-64.93107,40.58713,2.81265480,14.000,2016
"HATS-17 b","Transit",1,1,0,15.25563,302.46383,16.25461100,8.709,2016
"HATS-35 b","Transit",1,1,0,-30.19930,332.94170,1.82099930,16.410,2016
"HATS-30 b","Transit",2,1,0,-56.81169,309.55456,3.17435160,13.171,2016
"HATS-34 b","Transit",1,1,0,-53.76568,312.35473,2.10616070,16.029,2016
"HD 147873 b","Radial Velocity",2,2,0,10.84575,345.98514,116.59600000,12.800,2016
"HD 191806 b","Radial Velocity",1,1,0,10.30093,87.04635,1606.30000000,12.600,2016
"HD 143105 b","Radial Velocity",1,1,0,40.62573,102.97517,2.19740000,13.700,2016
"HD 133131 B b","Radial Velocity",2,3,0,26.53496,335.53946,5769.00000000,13.300,2016
"2MASS J22362452+4751425 b","Imaging",1,1,0,-9.10923,100.74846,,12.300,2016
"HAT-P-65 b","Transit",1,1,0,-22.33450,60.50165,2.60545520,21.185,2016
"EPIC 220674823 c","Transit",1,2,0,-52.07644,123.28442,13.33907900,2.730,2016
"HATS-26 b","Transit",1,1,0,17.78428,259.72931,3.30238810,19.616,2016
"K2-101 b","Transit",1,1,0,32.44357,206.82870,14.67728600,2.000,2016
"K2-104 b","Transit",1,1,0,32.11222,205.62196,1.97423800,1.960,2016
"HIP 8541 b","Radial Velocity",2,1,0,-60.62926,285.47075,1560.20000000,12.800,2016
"Kepler-1112 b","Transit",1,1,0,11.05005,81.29698,14.36267939,3.020,2016
"Kepler-1140 b","Transit",1,1,0,20.21553,76.26770,24.08627070,2.770,2016
"Kepler-1002 b","Transit",1,1,0,11.30666,75.78378,4.33642933,1.710,2016
"Kepler-1003 b","Transit",1,1,0,12.78677,77.09295,3.55485691,1.780,2016
"Kepler-1005 b","Transit",1,1,0,15.91092,73.89280,6.49801525,1.500,2016
"Kepler-1008 b","Transit",2,1,0,9.96408,78.64493,12.43931193,1.280,2016
"Kepler-1092 b","Transit",1,1,0,10.29547,80.97663,58.60179250,2.070,2016
"Kepler-1094 b","Transit",1,1,0,9.65850,71.15265,78.10002310,3.180,2016
"K2-34 b","Transit",1,1,0,31.13427,202.13873,2.99563300,13.960,2016
"K2-37 b","Transit",1,3,0,18.77075,350.73677,4.44117000,1.610,2016
"KELT-17 b","Transit",1,1,0,26.27651,210.37718,3.08017160,17.094,2016
"K2-37 d","Transit",1,3,0,18.77075,350.73677,14.09189000,2.730,2016
"K2-38 b","Transit",1,2,0,22.12080,349.62852,4.01593000,1.906,2016
"K2-38 c","Transit",1,2,0,22.12080,349.62852,10.56103000,2.420,2016
"K2-44 b","Transit",1,1,0,55.22474,268.46993,5.65700000,2.433,2016
"K2-46 b","Transit",1,1,0,56.74212,267.38763,19.15410000,2.050,2016
"Kepler-1096 b","Transit",1,1,0,11.58456,78.95465,2.89221751,1.240,2016
"K2-58 b","Transit",1,3,0,-51.37977,44.72122,7.05254000,2.680,2016
"K2-58 d","Transit",1,3,0,-51.37977,44.72122,22.88270000,1.710,2016
"K2-62 b","Transit",1,2,0,-50.99807,47.74962,6.67202000,2.140,2016
"Kepler-1120 b","Transit",1,1,0,12.38890,74.34554,2.94902905,1.380,2016
"K2-62 c","Transit",1,2,0,-50.99807,47.74962,16.19660000,2.140,2016
"K2-26 b","Transit",1,1,0,3.90125,187.22234,14.56650000,2.670,2016
"K2-63 b","Transit",1,2,0,-50.13301,47.23492,20.25700000,3.220,2016
"K2-70 b","Transit",1,1,0,-53.41599,54.04170,13.97896000,2.890,2016
"Kepler-1015 b","Transit",1,1,0,11.67457,75.99888,16.00494214,3.550,2016
"K2-81 b","Transit",1,1,0,-29.93683,174.63465,6.10232500,1.970,2016
"Kepler-1016 b","Transit",1,2,0,11.65065,78.93727,1.95452434,2.180,2016
"K2-71 b","Transit",1,1,0,-55.96960,57.39839,6.98541000,2.150,2016
"K2-72 c","Transit",1,4,0,-49.94032,51.46106,15.18903400,1.160,2016
"K2-83 c","Transit",1,2,0,-27.51381,175.58174,9.99767000,1.483,2016
"Kepler-1017 b","Transit",1,1,0,16.65844,69.99200,7.23400469,1.990,2016
"Kepler-1509 b","Transit",1,1,0,18.85404,76.75355,25.43381970,1.850,2016
"Kepler-1080 b","Transit",1,1,0,12.01970,82.42453,77.25483960,3.280,2016
"Kepler-1506 b","Transit",1,1,0,12.55055,73.33499,14.03291540,1.320,2016
"Kepler-1342 b","Transit",1,1,0,8.93878,77.47076,2.21571036,1.660,2016
"Kepler-1024 b","Transit",1,1,0,9.89663,71.01226,66.41621330,3.910,2016
"Kepler-304 e","Transit",1,4,0,9.24910,73.98630,1.49914695,1.200,2016
"Kepler-1025 b","Transit",1,1,0,17.34224,74.01370,37.32294930,1.980,2016
"Kepler-1478 b","Transit",1,1,0,10.65046,74.60654,26.08405940,1.730,2016
"Kepler-1481 b","Transit",1,1,0,16.38020,80.92025,5.94220998,1.230,2016
"Kepler-1485 b","Transit",1,1,0,8.90565,79.00501,19.91577250,1.470,2016
"Kepler-501 b","Transit",1,1,0,7.98928,76.03582,5.64067757,4.300,2016
"Kepler-617 b","Transit",1,1,0,19.08852,77.32189,1.68269615,1.320,2016
"Kepler-532 b","Transit",1,1,0,10.47604,82.61406,12.92491623,2.570,2016
"Kepler-526 b","Transit",1,1,0,10.47581,81.20460,5.45849832,1.990,2016
"Kepler-603 b","Transit",1,3,0,10.16352,75.48527,21.05358596,2.650,2016
"Kepler-625 b","Transit",1,2,0,10.38327,72.33987,7.75192492,1.990,2016
"Kepler-1556 b","Transit",1,1,0,13.22734,71.59819,8.82713457,1.960,2016
"Kepler-648 b","Transit",1,1,0,18.12577,74.88554,17.42117490,3.220,2016
"Kepler-642 b","Transit",1,1,0,10.60971,75.63245,4.41745855,2.900,2016
"Kepler-398 d","Transit",1,3,0,11.16571,72.74600,6.83437001,0.880,2016
"Kepler-625 c","Transit",1,2,0,10.38327,72.33987,4.16536510,1.050,2016
"Kepler-649 b","Transit",1,1,0,16.99071,75.41525,29.90722674,2.260,2016
"Kepler-620 b","Transit",1,1,0,16.00793,82.90377,12.91375431,3.320,2016
"Kepler-496 b","Transit",1,1,0,11.44523,73.62573,8.30864937,2.320,2016
"Kepler-506 b","Transit",1,1,0,16.05526,70.90578,6.88340550,2.730,2016
"Kepler-497 b","Transit",1,1,0,11.02727,71.20789,3.57320367,6.040,2016
"Kepler-533 b","Transit",1,1,0,13.48340,81.25178,28.51120525,3.380,2016
"Kepler-616 c","Transit",1,2,0,11.81086,79.83355,90.41135560,3.410,2016
"Kepler-555 b","Transit",1,1,0,14.74064,69.46669,16.21775407,2.830,2016
"Kepler-559 b","Transit",1,1,0,9.36083,77.66271,17.58752333,3.610,2016
"Kepler-543 b","Transit",1,1,0,13.49937,69.94859,13.89961966,2.500,2016
"Kepler-847 b","Transit",1,1,0,19.87459,79.20453,2.34323190,1.180,2016
"Kepler-564 b","Transit",1,1,0,10.59153,80.24708,3.75083228,4.630,2016
"Kepler-884 b","Transit",1,1,0,14.60315,81.95569,5.69919514,1.230,2016
"Kepler-885 b","Transit",1,1,0,16.84644,80.72461,18.11472949,2.500,2016
"Kepler-921 b","Transit",1,1,0,19.10488,79.19783,51.30063400,2.870,2016
"Kepler-958 b","Transit",1,1,0,16.32186,76.80898,9.76788050,2.060,2016
"Kepler-841 b","Transit",1,1,0,19.20216,78.73264,124.41983980,5.230,2016
"Kepler-891 b","Transit",1,1,0,11.43428,72.62475,53.44945593,6.410,2016
"Kepler-899 b","Transit",1,1,0,7.28696,75.22066,19.17891293,2.680,2016
"Kepler-939 b","Transit",1,1,0,12.58043,79.65084,14.87829600,1.750,2016
"WASP-132 b","Transit",1,1,0,13.35247,320.27182,7.13352100,9.752,2016
"Kepler-908 b","Transit",3,1,0,8.09496,73.25789,1.34059747,1.220,2016
"Kepler-664 b","Transit",1,1,0,16.21038,79.29355,2.52559332,2.660,2016
"Kepler-889 b","Transit",1,1,0,15.59852,82.43803,3.74443900,1.090,2016
"Kepler-909 b","Transit",1,1,0,14.60416,76.78743,13.93290318,1.470,2016
"Kepler-872 b","Transit",1,1,0,10.04186,77.06067,2.57885507,1.990,2016
"Kepler-565 b","Transit",1,1,0,19.05921,76.97413,4.24374723,3.640,2016
"Kepler-832 b","Transit",1,1,0,10.55971,78.82861,7.13969410,2.060,2016
"Kepler-561 b","Transit",1,2,0,11.79362,77.85752,58.36204950,6.960,2016
"Kepler-800 b","Transit",1,1,0,16.28111,75.39413,14.13176026,2.850,2016
"Kepler-552 b","Transit",1,1,0,14.99901,79.85715,5.26341577,3.950,2016
"Kepler-816 b","Transit",1,1,0,9.35600,72.38946,10.50682565,10.240,2016
"Kepler-965 b","Transit",1,1,0,7.22017,76.66856,134.25272980,3.380,2016
"Kepler-913 b","Transit",1,1,0,7.85166,76.37255,10.29672521,2.060,2016
"Kepler-562 b","Transit",1,1,0,14.58257,77.81928,18.00931444,5.210,2016
"Kepler-822 b","Transit",1,1,0,10.25746,72.30493,3.22296927,1.770,2016
"Kepler-563 b","Transit",1,1,0,13.13135,78.53249,22.18432708,3.090,2016
"Kepler-948 b","Transit",1,1,0,10.45904,74.45145,7.76846622,1.850,2016
"Kepler-943 b","Transit",1,1,0,16.61311,71.58697,49.77014380,5.930,2016
"Kepler-852 b","Transit",1,1,0,11.18828,82.15889,44.93098040,2.540,2016
"Kepler-964 b","Transit",1,1,0,8.67400,74.29744,13.52251060,2.120,2016
"Kepler-968 b","Transit",1,2,0,18.81793,80.34362,3.69298373,2.000,2016
"Kepler-1050 b","Transit",1,2,0,19.96859,78.24401,15.37875460,1.600,2016
"Kepler-983 b","Transit",1,1,0,17.32725,75.19637,60.08550820,2.360,2016
"Kepler-987 b","Transit",1,1,0,14.97262,77.47820,105.30331480,3.260,2016
"Kepler-989 b","Transit",1,1,0,20.37813,76.53241,7.96431535,2.210,2016
"Kepler-997 b","Transit",1,1,0,16.58282,81.06648,2.70730672,1.360,2016
"Kepler-991 b","Transit",1,1,0,11.86823,83.02035,82.53425190,2.540,2016
"Kepler-809 b","Transit",1,1,0,15.92719,79.18303,55.63934000,3.010,2016
"Kepler-941 b","Transit",1,1,0,12.38563,79.96930,17.42395198,3.080,2016
"Kepler-972 b","Transit",1,1,0,9.69390,77.04273,7.03932553,4.650,2016
"Kepler-973 b","Transit",1,1,0,16.02462,81.29598,49.60773310,1.960,2016
"Kepler-990 c","Transit",1,2,0,10.05477,80.84382,0.53835431,1.530,2016
"Kepler-998 b","Transit",1,1,0,11.86453,82.53844,5.65377733,2.320,2016
"Kepler-959 b","Transit",1,1,0,10.89592,73.41447,14.80074836,4.380,2016
"Kepler-888 b","Transit",1,1,0,12.81989,82.64032,70.69790610,1.760,2016
"Kepler-994 b","Transit",1,1,0,15.69417,78.59578,1.15116651,1.600,2016
"Kepler-966 b","Transit",1,1,0,11.99998,83.52260,99.74762200,4.130,2016
"Kepler-760 c","Transit",1,2,0,15.37324,75.09507,2.46697439,1.480,2016
"Kepler-464 b","Transit",1,1,0,12.87628,81.74110,7.25696522,3.300,2016
"Kepler-993 b","Transit",1,1,0,12.19619,76.83877,22.08557563,2.970,2016
"Kepler-1043 b","Transit",1,1,0,20.43192,76.89006,38.50533980,2.550,2016
"Kepler-1027 b","Transit",2,1,0,14.84869,73.78894,1.90780520,0.890,2016
"TRAPPIST-1 b","Transit",1,7,0,-56.64891,69.71519,1.51087081,1.086,2016
"Kepler-895 b","Transit",1,1,0,17.11103,82.50044,2.80624233,1.540,2016
"WASP-124 b","Transit",1,1,0,-54.86633,17.25690,3.37265000,13.899,2016
"WASP-139 b","Transit",2,1,0,-56.82539,247.79386,5.92426200,8.967,2016
"Kepler-762 b","Transit",1,1,0,14.29888,79.14986,3.77055210,12.680,2016
"HD 128356 b","Radial Velocity",1,1,0,31.27473,330.87143,298.20000000,13.900,2016
"XO-6 b","Transit",1,1,0,23.77558,140.47052,3.76500070,23.203,2016
"WASP-76 b","Transit",2,1,0,-57.34698,149.08514,1.80988600,20.512,2016
"WASP-90 b","Transit",1,1,0,-24.88470,55.87483,3.91624300,18.271,2016
"HD 87646 b","Radial Velocity",3,1,0,51.02802,217.77244,13.48100000,12.400,2016
"Kepler-775 b","Transit",1,1,0,11.78814,73.97975,0.97486893,1.190,2016
"HD 147873 c","Radial Velocity",2,2,0,10.84575,345.98514,491.54000000,13.300,2016
"Kepler-1169 b","Transit",1,1,0,11.69927,79.49374,6.11009134,0.940,2016
"Kepler-1150 b","Transit",2,1,0,12.03359,82.82162,2.78786839,1.020,2016
"Kepler-1061 b","Transit",1,1,0,12.66062,83.34317,2.75798267,1.980,2016
"Kepler-1073 c","Transit",1,2,0,8.35401,71.80378,4.02582254,1.640,2016
"Kepler-1062 b","Transit",1,1,0,16.75809,71.17442,9.30412078,1.760,2016
"Kepler-1087 b","Transit",1,1,0,11.43480,79.07509,0.69384285,0.610,2016
"Kepler-1129 b","Transit",1,2,0,11.49987,73.67590,24.33978040,2.960,2016
"Kepler-1396 b","Transit",1,1,0,11.33663,77.87852,18.22064210,2.070,2016
"Kepler-1200 b","Transit",1,1,0,9.53918,77.94098,1.11854972,1.060,2016
"Kepler-1343 b","Transit",1,1,0,13.96267,83.18755,3.35183158,1.930,2016
"Kepler-1210 b","Transit",1,1,0,13.72935,80.43780,8.07124073,1.700,2016
"Kepler-1399 b","Transit",1,1,0,12.48383,78.57331,1.63865306,1.250,2016
"Kepler-1388 c","Transit",1,4,0,19.23230,76.88378,5.53608151,2.260,2016
"Kepler-1167 b","Transit",1,1,0,10.23657,81.68674,1.00393374,1.710,2016
"Kepler-1293 b","Transit",1,1,0,15.47621,79.74475,5.57654784,0.970,2016
"Kepler-1296 b","Transit",1,1,0,11.19315,73.94248,8.38398650,0.910,2016
"Kepler-1201 b","Transit",1,1,0,9.26258,74.29522,15.18725932,2.290,2016
"Kepler-1400 b","Transit",1,1,0,16.72230,75.93397,9.06689421,1.620,2016
"Kepler-1091 b","Transit",1,1,0,7.32198,78.69106,1.43474156,1.460,2016
"Kepler-1081 b","Transit",1,1,0,12.96763,72.96906,3.85691855,1.010,2016
"Kepler-1401 b","Transit",1,1,0,14.09655,71.81174,11.20066445,1.680,2016
"Kepler-1104 b","Transit",1,1,0,13.24667,81.95110,5.03728015,1.230,2016
"Kepler-1166 b","Transit",1,1,0,16.30356,82.28058,33.24068820,1.690,2016
"Kepler-1124 b","Transit",1,1,0,13.55031,68.83115,2.85234897,1.280,2016
"Kepler-1407 b","Transit",1,1,0,16.82030,71.42953,20.07115040,2.250,2016
"HIP 109600 b","Radial Velocity",2,1,0,-22.07634,85.76290,232.08000000,13.200,2016
"Kepler-1154 c","Transit",1,2,0,6.89130,74.51592,8.45808312,2.360,2016
"Kepler-1388 e","Transit",1,4,0,19.23230,76.88378,37.63270840,2.460,2016
"Kepler-1125 b","Transit",1,1,0,8.63690,74.51966,17.67006420,1.840,2016
"Kepler-1413 b","Transit",1,1,0,12.05195,79.31782,13.18296420,1.820,2016
"Kepler-1086 c","Transit",2,2,0,11.19167,79.01712,161.51633450,2.940,2016
"Kepler-1012 b","Transit",1,1,0,15.17668,77.75547,5.50860439,1.290,2016
"Kepler-967 c","Transit",1,2,0,13.78488,69.30269,198.71125020,3.650,2016
"Kepler-968 c","Transit",1,2,0,18.81793,80.34362,5.70940492,1.690,2016
"Kepler-734 b","Transit",1,1,0,10.17880,79.78237,6.10485286,3.560,2016
"Kepler-750 b","Transit",1,2,0,14.31346,75.37602,9.42887179,3.070,2016
"Kepler-750 c","Transit",1,2,0,14.31346,75.37602,4.08899022,1.620,2016
"Kepler-757 b","Transit",1,1,0,8.16092,75.54039,1.02267882,1.360,2016
"Kepler-761 b","Transit",1,1,0,13.45143,75.93811,10.12804789,2.030,2016
"Kepler-763 b","Transit",1,1,0,13.69152,79.24600,1.19655156,1.220,2016
"Kepler-869 b","Transit",1,1,0,16.87545,82.13273,40.42877550,3.610,2016
"Kepler-877 b","Transit",1,1,0,14.84816,77.97859,18.45847097,2.120,2016
"Kepler-932 b","Transit",1,1,0,8.90386,77.30447,1.92143740,1.370,2016
"Kepler-854 b","Transit",1,1,0,11.15702,75.93048,2.14463285,16.720,2016
"Kepler-779 b","Transit",2,1,0,16.72400,74.66170,7.09714223,0.920,2016
"Kepler-878 b","Transit",1,1,0,17.77788,76.80766,25.94220330,1.930,2016
"Kepler-855 b","Transit",1,1,0,10.21625,76.88822,7.88663110,8.350,2016
"Kepler-824 b","Transit",1,1,0,11.57965,71.84571,4.51436633,1.870,2016
"Kepler-879 b","Transit",1,1,0,13.19003,83.79582,33.38559380,2.570,2016
"Kepler-856 b","Transit",1,1,0,14.92486,77.70822,8.02768059,9.300,2016
"Kepler-818 b","Transit",1,1,0,7.47435,73.59645,10.03538581,5.110,2016
"Kepler-914 b","Transit",1,1,0,13.82764,76.61586,4.40966548,1.380,2016
"Kepler-857 b","Transit",1,1,0,10.44943,76.60594,85.35129427,6.800,2016
"Kepler-851 b","Transit",1,1,0,13.03779,81.83905,8.50699658,1.680,2016
"Kepler-807 b","Transit",1,1,0,16.00604,79.26313,117.93108781,10.420,2016
"Kepler-826 b","Transit",1,1,0,15.33019,69.55449,4.48758907,1.250,2016
"Kepler-927 b","Transit",1,1,0,13.04075,73.01880,9.11499030,1.720,2016
"Kepler-862 b","Transit",1,1,0,9.96035,80.44530,3.14866453,2.210,2016
"Kepler-836 b","Transit",1,1,0,16.05709,76.51480,11.36112327,2.730,2016
"Kepler-860 b","Transit",1,1,0,11.18255,79.49597,5.10137945,3.240,2016
"Kepler-873 b","Transit",1,1,0,13.02195,84.30180,20.55338440,3.750,2016
"Kepler-874 b","Transit",1,1,0,10.06030,76.37063,40.06867270,3.940,2016
"Kepler-936 b","Transit",1,1,0,12.62740,79.29455,10.56134221,1.450,2016
"Kepler-863 b","Transit",1,1,0,8.44029,77.54123,15.59461874,2.900,2016
"Kepler-915 b","Transit",1,1,0,14.06204,77.45493,4.59489604,1.500,2016
"Kepler-949 b","Transit",1,1,0,9.44424,80.69553,8.68930730,2.910,2016
"Kepler-951 b","Transit",2,1,0,12.82100,69.42083,71.52530845,5.590,2016
"Kepler-867 b","Transit",1,1,0,18.21762,81.86131,150.24212700,4.640,2016
"Kepler-833 b","Transit",1,1,0,14.07649,77.29320,18.75469980,2.020,2016
"Kepler-870 b","Transit",1,1,0,13.22301,83.28194,21.35876210,2.780,2016
"Kepler-864 b","Transit",1,1,0,17.83069,76.46837,5.83376092,2.400,2016
"Kepler-865 b","Transit",1,1,0,8.53980,77.80764,14.16399294,2.490,2016
"Kepler-905 b","Transit",1,1,0,14.80518,78.21427,5.08274652,1.410,2016
"Kepler-887 c","Transit",1,2,0,11.88425,71.79245,7.63846023,1.130,2016
"Kepler-871 b","Transit",1,1,0,10.50230,76.54074,22.04590180,3.740,2016
"Kepler-880 b","Transit",1,1,0,18.95671,73.05327,7.71468975,2.660,2016
